,asin,title
B004GNFWZ0,B004GNFWZ0,Sacrifice
B004GUS7TQ,B004GUS7TQ,Sell Your Crafts Online
B004GUS7WS,B004GUS7WS,A Zombie Christmas: The Mike Beem Chronicles
B004GUS840,B004GUS840,Valley of the Dry Bones (After the Cloud - Part One Book 2)
B004GUS886,B004GUS886,"Collapse, Tales of the Zombie Chronicles"
B004GUS8GS,B004GUS8GS,Underneath
B004GUSA0W,B004GUSA0W,"LOVE AND MONEY (Park Avenue Series, Book #1)"
B004GUSASE,B004GUSASE,Family Deceptions
B004GUSB2Y,B004GUSB2Y,Cupid's Revenge (Chloe Boston Cozy Mysteries Book 5)
B004GUSD2C,B004GUSD2C,The Skeptic: An Occult Thriller
B004GUSE2Q,B004GUSE2Q,Letters to Elise: A My Blood Approves Novella
B004GUSHTQ,B004GUSHTQ,Old Habits (Wicked Lovely)
B004GXAWEG,B004GXAWEG,Grace of Day (Grace Series Book 4)
B004GXAWIC,B004GXAWIC,Peregrine's Tale (The Timmy Quinn Series Book 4)
B004GXAX8Q,B004GXAX8Q,Yellow Zone: A Journal Documentation of the End of America
B004GXAXM2,B004GXAXM2,The King James Bible
B004GXAZ0C,B004GXAZ0C,Inner Demons (The Shadow Demons Saga Book 2)
B004GXB2DG,B004GXB2DG,Blindsided (A Thriller)
B004GXB3XA,B004GXB3XA,Cat Calls (Tantalize)
B004GXB3ZI,B004GXB3ZI,All Is Bright: An eShort Story
B004GXB826,B004GXB826,Where the Rainbow Touches Ground: Another Annie Mouse Adventure (The Adventures of Annie Mouse Book 4)
B004H1T7MK,B004H1T7MK,Least Wanted (A Sam McRae Mystery Book 2)
B004H1T9NC,B004H1T9NC,A Dwarf With No Name (Nameless Dwarf Book 1)
B004H1TAA4,B004H1TAA4,The Gods of Dream: An Epic Fantasy
B004H1TAJK,B004H1TAJK,Two Widows and the Thrift Store Murders (Two Widows Mystery Series Book 1)
B004H1TCXO,B004H1TCXO,"DECADES (Park Avenue Series, Book #3)"
B004H1TDVU,B004H1TDVU,"Time Zones, Containers and Three Square Meals a Day: Freighter cruises stories"
B004H1TK36,B004H1TK36,Defenders of Tyrie
B004H1TLL2,B004H1TLL2,Banana Pudding
B004H1TLU8,B004H1TLU8,The Eye of the Storm (The Stritonoly Chronicles Book 1)
B004H1U3QY,B004H1U3QY,Damon
B004H1U3TQ,B004H1U3TQ,Perfect Copy
B004H4XCA0,B004H4XCA0,REVENGE
B004H4XE0S,B004H4XE0S,Devil's Eye (Mirus (1.2))
B004H4XFQ6,B004H4XFQ6,"Babylonâs Falling: The Story of Belteshazzar, also known as Daniyyel"
B004H4XGLU,B004H4XGLU,Bridge to Forever (Mickelle's Book 2)
B004H4XH2I,B004H4XH2I,Credo's Hope (Alex Wolfe Mysteries Book 1)
B004H4XIQ8,B004H4XIQ8,"The Watchers from within Moments, Revealed"
B004H4XO1W,B004H4XO1W,Roman Sunset
B004H8FZTC,B004H8FZTC,Scent of Tears (Reflections)
B004H8GBYK,B004H8GBYK,Someone Always Loved You
B004H8GCWQ,B004H8GCWQ,The Invisible Husband
B004H8GCXU,B004H8GCXU,Toy Soldiers
B004H8GUXC,B004H8GUXC,Mind Cafe
B004H8GVAE,B004H8GVAE,The Chronicles of Young Dmitry Medlov: Volume 2: Russian Mafia Romance
B004HB1AQG,B004HB1AQG,Immortyl Kisses - The Collection
B004HB1WR8,B004HB1WR8,The Holy Bible (The Definitive Revised English Version) Complete Old Testament and New Testament (ILLUSTRATED) (The Bible for Kindle / The Kindle Bible)
B004HB1XLS,B004HB1XLS,The Longing (Grayson Brothers Book 2)
B004HD5RT0,B004HD5RT0,When You Wish (Lori's Classic Love Stories Book 3)
B004HD5TRK,B004HD5TRK,No Fear (Conquest Series Book 2)
B004HD5VOQ,B004HD5VOQ,Sea Captain's Promise
B004HD5WXG,B004HD5WXG,The Last Elf of Lanis (The Wealdland Stories Book 1)
B004HD66P4,B004HD66P4,Celebrity Space (Space Hotel Series Book 1)
B004HFRGIS,B004HFRGIS,Devil's Moon
B004HFRHWI,B004HFRHWI,The Billionaire's Elusive Lover
B004HFRIAO,B004HFRIAO,Startling Connections
B004HFRL9C,B004HFRL9C,February The Fifth: The First Hilarious Glothic Tale (The Glothic Tales Book 1)
B004HFRMQE,B004HFRMQE,Violet Tendencies (Sabina Kane series)
B004HFS3VW,B004HFS3VW,The Scavenger's Daughter: A Tyler West Mystery
B004HFS3WG,B004HFS3WG,Extreme UFO Briefing -- For Your Eyes Only
B004HFS4NO,B004HFS4NO,The Young Demon Keeper (Ess and Oz adventures Book 1)
B004HILPLO,B004HILPLO,A Single Deadly Truth (A Steve Decatur Thriller)
B004HILPTQ,B004HILPTQ,Cuentos
B004HILQ8Q,B004HILQ8Q,The Falcon & the Dove: An action-packed romantic adventure in Egypt (Khamsin Warriors of the Wind Book 1)
B004HILX9S,B004HILX9S,For the Love of Anna (Siren Publishing Menage Amour) (The Town of Pearl Book 1)
B004HILXI4,B004HILXI4,Castle Cape
B004HILYVA,B004HILYVA,Overheated [DIG Security] (Siren Publishing Classic)
B004HILYXS,B004HILYXS,"Her Gentle Giant, Part 1: No Regrets [Divine Creek Ranch 2] (Siren Publishing Everlasting Classic) (The Divine Creek Ranch)"
B004HILZCI,B004HILZCI,A Dillon Sandwich [The O'Hagan Way 1] (Siren Publishing Menage Amour ManLove)
B004HILZD2,B004HILZD2,Cowboy Domination (Siren Publishing Menage Amour)
B004HIM7MU,B004HIM7MU,PESTILENCE
B004HKIGU0,B004HKIGU0,Checking It Twice
B004HKIGW8,B004HKIGW8,When My Mind Wanders It Brings Back Souvenirs
B004HKIGYG,B004HKIGYG,I Think I'm Having One Of Those Decades
B004HKIH3Q,B004HKIH3Q,Hard Creek Bridge: a short story
B004HKIIJO,B004HKIIJO,I May Be Big But I Didn't Cause That Solar Eclipse
B004HKIINU,B004HKIINU,Dragon in Distress
B004HKIPUQ,B004HKIPUQ,Office Mating
B004HKJ88O,B004HKJ88O,The Duke's Love (Book 1) (Realm of Peers)
B004HKJ8F2,B004HKJ8F2,"The Cajun's Captive (Stormy Weather, Book One)"
B004HO5IRK,B004HO5IRK,Dead Man's Eye
B004HO5J56,B004HO5J56,Blood Crimes: Book One
B004HO5LYU,B004HO5LYU,Uncle Flynn
B004HO5M30,B004HO5M30,"Dreams By Starlight: A Contemporary Inspirational Romance Novel (The Dreams Series, Book 1)"
B004HO5M3U,B004HO5M3U,Bridge To Happiness
B004HO5M4O,B004HO5M4O,Sweet Cherry Ray
B004HO5U64,B004HO5U64,Sudden Storms
B004HO5U7S,B004HO5U7S,The Light of the Lovers' Moon
B004HO5VQI,B004HO5VQI,No Shelter - Holly Lin #1 (Holly Lin Series)
B004HO5WJO,B004HO5WJO,Mile High Guy (Irish Romantic Comedy)
B004HO5ZXW,B004HO5ZXW,im fine (Memoirs of an author living with depression Book 1)
B004HO5ZY6,B004HO5ZY6,Silver Moon (Moon Trilogy Part III)
B004HO60GS,B004HO60GS,"The Highland Jewel Series (Warrior in a Box, Lady in a Box, Love in a Box)"
B004HO62QQ,B004HO62QQ,The Battle Lord's Lady (The Battle Lord Saga Book 1)
B004HO63FG,B004HO63FG,Final Affair (Venice Vampyr Book 2)
B004HO64CS,B004HO64CS,A Way Through the Sea (Young Underground Book 1)
B004HO6626,B004HO6626,Spiderwork (Apocalypto Book 2)
B004HO677U,B004HO677U,Tainted Blood (The Fallen Book 2)
B004HO68OW,B004HO68OW,Lips That Touch Mine (Grayson Brothers Book 3)
B004HO6AAE,B004HO6AAE,The Underground Guide To Living Frugal
B004HO6AAO,B004HO6AAO,His Elle - BDSM erotica
B004HO6ATU,B004HO6ATU,Kissing in the Dark (Grayson Brothers Book 4)
B004HW6AUG,B004HW6AUG,Blood Remembered (Max Sawyer Book 1)
B004HW6C8G,B004HW6C8G,Wolf in Minister's Clothes
B004HW6D58,B004HW6D58,Lady Laugherty's Loves (Regency Historical Menage Book 1)
B004HW6DX0,B004HW6DX0,My Life on Craigslist: Finalist of USA Best Books Award
B004HW6ED4,B004HW6ED4,Evil Puppies: Book 1 of Tales of Fluffy Horror (The Evil Puppies Saga)
B004HW6EY8,B004HW6EY8,INSIDE OUT (INSIDE OUT TRILOGY Book 1)
B004HW6FE2,B004HW6FE2,Chasing Ghosts (Chase Dagger Series Book 4)
B004HW6FTC,B004HW6FTC,INSIDE OUT THE AFTERMATH (INSIDE OUT TRILOGY Book 2)
B004HW6GLE,B004HW6GLE,Love Is Murder: A Novella of Suspense (Lucy Kincaid Novels)
B004HW6N8A,B004HW6N8A,"Telling Details, 2nd Edition"
B004HW6P24,B004HW6P24,"Reunion: A Contemporary Christian Romance Novel (The Dreams Series, Book 2)"
B004HW7DOS,B004HW7DOS,The Maine Event (Josh & Dana Book 1)
B004HW7IDY,B004HW7IDY,Dark Quarry: A Mike Angel Mystery (Mike Angel Mysteries Book 1)
B004HW7IG6,B004HW7IG6,The Bone Trail
B004HYH9AE,B004HYH9AE,"Seattle Girl (A chick lit novel about love, sex...and my really big mouth)"
B004HYH9UY,B004HYH9UY,Last Call ( A Short Story)
B004HYHAOE,B004HYHAOE,Relatively Guilty (Best Defence series Book 1)
B004HYHBZW,B004HYHBZW,Iced Tea (The Tea Series Book 3)
B004HYHDUU,B004HYHDUU,The Chevaliers- Thierry's Angel (Chevalier Saga Book 1)
B004HYHE0E,B004HYHE0E,Cougar Cub Tales: Lost and Alone
B004HYHF2Q,B004HYHF2Q,Dirty Work (The Red Fox Series Book 1)
B004HYHIAA,B004HYHIAA,His Magick Touch
B004HYHNV4,B004HYHNV4,Lasso a Star
B004HZX7W2,B004HZX7W2,Format Your eBook for Kindle in One Hour - 2011 Edition
B004HZXQIC,B004HZXQIC,"Lucky: Contemporary Christian Romance Fiction (The Harmony Series, Book 2)"
B004I438LM,B004I438LM,Jade (The Book of Deacon series)
B004I43T20,B004I43T20,Haunted Lake
B004I6D54K,B004I6D54K,Flames (The Guild of the Cowry Catchers Book 2)
B004I6D61M,B004I6D61M,Rebellion (Day of Sacrifice #2)
B004I6DB0I,B004I6DB0I,Linked (Prophecy Book 1)
B004I6DFLS,B004I6DFLS,Necromancer: A Novella (Necromancer Series)
B004I6DG12,B004I6DG12,precious_boy
B004I8WNE6,B004I8WNE6,The Catholic Bible | The Catholic Holy Bible - Church Authorized Douay-Rheims / Rheims-Douai / D-R / Douai Bible (ILLUSTRATED) (Bible for Kindle / Kindle Bible)
B004I8WNEQ,B004I8WNEQ,Mystery Dance: Three Novels
B004I8WNR8,B004I8WNR8,The Secret Apocalypse (A Secret Apocalypse Story Book 1)
B004I8WPTY,B004I8WPTY,Frozen Prospects: A YA Epic Fantasy Novel (Volume 1 of the Guadel Chronicles Books)
B004I8WSEQ,B004I8WSEQ,"Love Under Two Wildcatters [The Lusty, Texas Collection] (Siren Publishing Menage Everlasting) (The Lusty, Texas Series Book 4)"
B004IARV00,B004IARV00,Irregular Creatures
B004IARVAK,B004IARVAK,"Think Beyond The Book: Authors Or Anyone Can Make More Money By Achieving Maximum Audience And Revenue For Your Knowledge Faster, Better And Easier!"
B004IAS0JG,B004IAS0JG,The Voice
B004IE9VMW,B004IE9VMW,Lessons II: Another Morbid Drabble Collection
B004IE9XTI,B004IE9XTI,Summer Sunsets: October Breezes 2
B004IEA1RG,B004IEA1RG,Love Lust (Vegas ParaRealm)
B004IEA8TM,B004IEA8TM,"Journey to the Edge of the Light: A Story of Love, Leukemia and Transformation (Kindle Single) (Kindle Singles)"
B004IEA9VE,B004IEA9VE,To Dream with the Dragons (Hyborean Dragons Book 1)
B004IEAA4K,B004IEAA4K,Bible (KJV with Apocrypha) (best navigation with Direct Verse Jump)
B004IEAAD6,B004IEAAD6,Morning Report
B004IEAEL4,B004IEAEL4,Alpha's Mate (Denver Pack Book 1)
B004IEAESW,B004IEAESW,Sweet's Sweets: A Sweetâs Sweets Bakery Mystery (Samantha Sweet Mysteries Book 2)
B004IK8FRI,B004IK8FRI,Crime Beat
B004IK8GJ0,B004IK8GJ0,Ghost Fleet
B004IK8GU4,B004IK8GU4,"NIV, Gospel of John, eBook: With Devotional Notes"
B004IK8TW4,B004IK8TW4,Lady Blue
B004IK8TX8,B004IK8TX8,"Blaze of Lightning, Roar of Thunder"
B004IK8TXI,B004IK8TXI,Waterfall Glen
B004IK8TZ6,B004IK8TZ6,Paws-itively Guilty (Saucy Lucy Series)
B004IK93H4,B004IK93H4,"Cain, The Quest (Book 4) (Royal Blood Chronicles)"
B004IK9CS4,B004IK9CS4,INSOMNIA and Seven More Short Stories
B004INHQ5W,B004INHQ5W,LDS TRIPLE COMBINATION (Premium Kindle Edition): Book of Mormon | Doctrine and Covenants | Pearl of Great Price - CONTAINS FULL CHAPTER HEADINGS (ILLUSTRATED) (Latter Day Saints LDS)
B004INHR24,B004INHR24,ROPED (BBW Menage Romance) (Purgatory Club Series Book 1)
B004INHR6U,B004INHR6U,Remember... in your dreams?
B004IPPJPO,B004IPPJPO,Adam's Temptation
B004IPPKNU,B004IPPKNU,The Rebel (The Highlander Series Book 0)
B004ISLNYC,B004ISLNYC,"FeMALE TRAITS II (FeMALE TRAITS ""The Trilogy"" Book 2)"
B004ISLQYO,B004ISLQYO,The Invisible Chains - Part 1: Bonds of Hate (Dark Tales of Randamor the Recluse)
B004ISLSWE,B004ISLSWE,Jigsaw
B004ISM210,B004ISM210,"From Bad Boys Ahoy!: Lucien's Gamble, A Novella"
B004IWQXKW,B004IWQXKW,Dinosaur Wars: Earthfall
B004IWQZSC,B004IWQZSC,Sweet Dreams
B004IWR3SS,B004IWR3SS,Stopping Time and Old Habits
B004IZLF3O,B004IZLF3O,Equinox: Six Declinations
B004IZM9MK,B004IZM9MK,Cloud Crash: A Technothriller
B004IZMADS,B004IZMADS,Catch Me If You Can
B004J1720M,B004J1720M,"Bitten in the Bayou (Stormy Weather, Book Two)"
B004J35DWY,B004J35DWY,Blood and Fire (Star Wolf Book 4)
B004J4VYNK,B004J4VYNK,Bachelor Auction: Tender Mercies
B004J4W024,B004J4W024,Olga - A Daughter's Tale
B004J4WJBQ,B004J4WJBQ,Ice Cracker II (and other short stories) (The Emperor's Edge)
B004J4X05U,B004J4X05U,The Cinderella Plan
B004J8HVQK,B004J8HVQK,The Ghost of Birch River Cabin
B004JF4LCU,B004JF4LCU,Anna Karenina (Maude Translation) (Carefully Crafted ClassicsÂ® Book 1)
B004JF4MDI,B004JF4MDI,13 Horror Stories
B004JF688K,B004JF688K,Married: The Virgin Widow (Gentlemen of Fortune Book 1)
B004JF689E,B004JF689E,Expecting Royal Twins! (Babies and Brides)
B004JF6DPS,B004JF6DPS,Raising the Dead (Past Midnight)
B004JHYN6C,B004JHYN6C,The Cost of Vengeance (The Mike Black Saga Book 12)
B004JHYSUS,B004JHYSUS,Adjustment Team
B004JHYU4M,B004JHYU4M,Beyond Armageddon II: Empire
B004JHZ41U,B004JHZ41U,"Falling Fast (A fun contemporary romance about secrets, reality TV...and unexpected love)"
B004JHZ4H4,B004JHZ4H4,Boy
B004JKMS5C,B004JKMS5C,FREE Kindle Books (Free Kindle Book Guide)
B004JN05KY,B004JN05KY,"A Work in Progress: A New Adult Contemporary Christian Romance Novel (The Faith Series, Book 1)"
B004JN0DFQ,B004JN0DFQ,Forty Days at Kamas
B004JN0GAI,B004JN0GAI,The Reiver (A Scottish Border Romance)
B004JN0GCQ,B004JN0GCQ,Soul Mates
B004JN0R8O,B004JN0R8O,Star Chamber Brotherhood
B004JN0WRU,B004JN0WRU,"Definitely, Maybe (Lucy Valentine)"
B004JU0J4E,B004JU0J4E,Incredible Cardboard!
B004JU0JX0,B004JU0JX0,Spin the Plate Short Story
B004JU0QIS,B004JU0QIS,Pakistan and the Mumbai Attacks: The Untold Story (Kindle Single)
B004JU0ZJS,B004JU0ZJS,Apocrypha Sequence: Deviance
B004JU1KA6,B004JU1KA6,Talker's Redemption
B004JXVOD6,B004JXVOD6,"Kindle Leather Cover, Black, Updated Design (Fits Kindle Keyboard)"
B004JXVWE2,B004JXVWE2,The End of the Tour
B004JXVWTW,B004JXVWTW,Rock Star
B004K1ERVS,B004K1ERVS,Eve of Sin City: A Tor.Com Original from the Marked series (Marked City)
B004K1ES0I,B004K1ES0I,The President's Brain is Missing: A Tor.Com Original
B004K1ES0S,B004K1ES0S,A Stroke of Dumb Luck: A Tor.Com Original (Colbana Files Series)
B004K1EULU,B004K1EULU,Mayhem at Grant-Williams High
B004K1EVZK,B004K1EVZK,A Knight to Remember (Blood Sword Legacy Book 4)
B004K1EW22,B004K1EW22,Diary of a Nympho: Special Delivery
B004K1EZP6,B004K1EZP6,Barok's Exodus (The Stritonoly Chronicles Book 2)
B004K1EZSI,B004K1EZSI,Cowboys of January
B004K1F0E6,B004K1F0E6,The Devil's Deep
B004K1F1TK,B004K1F1TK,Re:union
B004K1F1W2,B004K1F1W2,The Happiness Manifesto (Kindle Single) (TED Books)
B004K1F3K2,B004K1F3K2,Beware Dangerism! (Kindle Single) (TED Books)
B004K1F7U8,B004K1F7U8,Tessa's Pride
B004K1F7UI,B004K1F7UI,Badlands
B004K1F7US,B004K1F7US,The Tourist
B004K1F7V2,B004K1F7V2,Jaq's Harp
B004K1F7VC,B004K1F7VC,Captive Bride
B004K1F7VM,B004K1F7VM,Dangerous Secrets
B004K1F8M0,B004K1F8M0,Dark Horse
B004K1FIB6,B004K1FIB6,"Grady's Wedding (The Wedding Series, Book 3)"
B004K1FICU,B004K1FICU,"Wedding Party (The Wedding Series, Book 2)"
B004K6MI1Y,B004K6MI1Y,Snow Blind
B004K6MJIQ,B004K6MJIQ,Martian Invaders Meet Mom
B004K6MLIE,B004K6MLIE,Milking Kimberly
B004K6MLMA,B004K6MLMA,Love In A Nick Of Time
B004K6MM8I,B004K6MM8I,Bottom Bitch
B004K6MMCY,B004K6MMCY,Eternity Embraced (Demonica series)
B004K6MNXC,B004K6MNXC,How To Repair The Top 7 Relationship Mistakes: Find Romance Now
B004KA9J4Y,B004KA9J4Y,Five Different Crochet Cable Stitch Patterns
B004KA9JDK,B004KA9JDK,Promise Me Eternity
B004KAA76S,B004KAA76S,Forgotten Canyon (A Treasure Hunters Short Story Book 1)
B004KAA9PC,B004KAA9PC,Zellwood: A Dog Story
B004KAAOS4,B004KAAOS4,Nora Roberts's The Gallaghers of Ardmore Trilogy
B004KAAW9U,B004KAAW9U,Brown Mountain Breakdown (Rachel Myers Murder Mysteries Book 9)
B004KAAY3E,B004KAAY3E,Hell Comes for the Hurried
B004KAAY5M,B004KAAY5M,The Pirate Prince: A Qurilixen World Novel (Lords of the Var Book 5)
B004KABCYO,B004KABCYO,Samurai's Apprentice
B004KABILQ,B004KABILQ,Mile High
B004KKXQZM,B004KKXQZM,Sweetheart in High Heels (a High Heels Mysteries short story #5.75)
B004KKXTHC,B004KKXTHC,Scale of a Dragon (Beyond the Veil)
B004KKXTHW,B004KKXTHW,Beautiful Nightmare
B004KKY6OC,B004KKY6OC,LilyPad Princess
B004KKY7IC,B004KKY7IC,Essence of Ra: Book 1 of The Eliana Brennan Series
B004KKZ01K,B004KKZ01K,In Debt to the Dom [Guilty Pleasures 1] (Siren Publishing Classic)
B004KNWHV8,B004KNWHV8,The Soldier of Raetia (Valerian's Legion Book 1)
B004KNWQKU,B004KNWQKU,Masters of Her Heart [Club Esoteria 4] (Siren Publishing Menage Amour)
B004KNWXBM,B004KNWXBM,"Her Gentle Giant, Part 2: Remember to Dance [Divine Creek Ranch 2] (Siren Publishing Everlasting Classic) (The Divine Creek Ranch)"
B004KPM0W2,B004KPM0W2,Eyes of the Storm: Charles Lundy
B004KPM284,B004KPM284,The Lion's Den (Knights of the Darkness Chronicles Book 5)
B004KPM2BQ,B004KPM2BQ,Millennium Soldier: The Ancient Ones: The Ancient Ones Book One
B004KSPWV0,B004KSPWV0,Save My Soul (The Preternaturals Book 2)
B004KSPYOU,B004KSPYOU,The Taste of Blood (Dark Lust)
B004KSQ0WA,B004KSQ0WA,Watch Me (Purgatory Club Series Book 2)
B004KSQDBI,B004KSQDBI,The Walled Garden
B004KSQVBA,B004KSQVBA,The Fixer: A Lawson Vampire Novel 1
B004KSQVCO,B004KSQVCO,Doodling (Adventures of Neville Lansdowne Book 1)
B004KSQVD8,B004KSQVD8,Fantasy Football
B004KSQYCG,B004KSQYCG,"Apple Turnover Murder Bundle with Key Lime Pie Murder, Cherry Cheesecake Murder, Lemon Meringue Pie Murder and an EXTENDED excerpt of Devil's Food Cake Murder (A Hannah Swensen Mystery)"
B004KSQYCQ,B004KSQYCQ,Senseless & Merciless Bundle
B004KZOR8W,B004KZOR8W,Love Ahead: Expect Delays
B004KZP0LK,B004KZP0LK,Maggie's Book of Wisdom
B004KZP1Q4,B004KZP1Q4,My Superhero Sister (Superhero Diaries)
B004KZPK2Y,B004KZPK2Y,The Invoker: A Lawson Vampire Novel 2
B004L2LJ94,B004L2LJ94,In Memory of Greed
B004L2LL1A,B004L2LL1A,The Goblin Market (Into the Green Book 1)
B004L624VW,B004L624VW,Isn't It Necromantic? (The Others Book 1)
B004L626R4,B004L626R4,Liquid Crimson (Neo's Realm)
B004L6273W,B004L6273W,A  Scandalous  Wife (Scandalous Series Book 1)
B004L62E6W,B004L62E6W,The Silent Victor: Beginnings Series Book 1
B004L62JKS,B004L62JKS,A Scandalous Charade (Scandalous Series Book 2)
B004L632R2,B004L632R2,Unicorns' Opal (Sword of Heavens #2)
B004LB4FBE,B004LB4FBE,No Time Left (Kindle Single)
B004LB55OU,B004LB55OU,The Pet Psychic Diaries
B004LB5GP8,B004LB5GP8,Love's Blazing Fire
B004LDL6A0,B004LDL6A0,Italian Cookie Recipes - 10 Delicious Homemade Italian Christmas Cookie Recipes
B004LDL6H8,B004LDL6H8,Safe With Me: The Beginning
B004LDM15Y,B004LDM15Y,The Diaries of Adam and Eve (Annotated)
B004LGRSAE,B004LGRSAE,"Child Molestation Stories: Voices of Survivors of Child Sexual Abuse (Molestation, Rape, and Incest)"
B004LGS79U,B004LGS79U,In a Dark Wood
B004LGS7EU,B004LGS7EU,March Into Hell: (A Psychological Thriller) (The Mark Taylor Series Book 2)
B004LGS7WC,B004LGS7WC,Mongrel (Mongrel Trilogy Book 1)
B004LGTJFG,B004LGTJFG,Taken
B004LGTJHE,B004LGTJHE,A Stepmother's Story: The TRUE Tale of Cinderella
B004LGTNT8,B004LGTNT8,Like Casablanca
B004LGTOEM,B004LGTOEM,Over The Bridge
B004LGTP3M,B004LGTP3M,Crewkin
B004LGTRHQ,B004LGTRHQ,Under The Stairs (Bandworld Series Book 1)
B004LGTRNA,B004LGTRNA,Beyond the Veil
B004LGTRPS,B004LGTRPS,Jaclyn's Ghost: A Supernatural Mystery
B004LLIC3Q,B004LLIC3Q,Eye of the Wizard (Misfit Heroes Book 1)
B004LLIDJY,B004LLIDJY,A Fire in the Blood
B004LLIFNS,B004LLIFNS,The Accidental Mistress: Small Town Romance BWWM
B004LLIGNM,B004LLIGNM,"Head Over Heels: A story of love, friendship... and shoes"
B004LLIJBG,B004LLIJBG,Butterfly Knight
B004LLINNU,B004LLINNU,Overwhelmed [DIG Security 2] (Siren Publishing Menage Amour)
B004LLIPT2,B004LLIPT2,"Here Kitty, Kitty [Purrfect Mates 1] (Siren Publishing Menage Amour ManLove)"
B004LLIZ4M,B004LLIZ4M,"Oral Health, Naturally: Homemade Toothpaste and Mouthwash Recipes"
B004LP2GXE,B004LP2GXE,The Birth of the Dread Remora - A Novel of the Scattered Earth (Tales of the Scattered Earth Book 1)
B004LROLOY,B004LROLOY,A Lesson in Friendship (Lesson Series Book 4)
B004LROPC2,B004LROPC2,The Thirteenth Unicorn (The Ben Alderman Series Book 1)
B004LROREI,B004LROREI,ORIGINAL BLOOD: Gailene's Vow
B004LROUDG,B004LROUDG,Dirty Old Town (And Other Stories)
B004LROVR6,B004LROVR6,Gravesight (Long Tail City Book 4)
B004LROWD4,B004LROWD4,Shadow House
B004LROWWK,B004LROWWK,ARCHANGEL
B004LROWWU,B004LROWWU,Ghosts of Chernobyl (Tales from the Spirit World Book 3)
B004LRP14S,B004LRP14S,The Device
B004LX0BC4,B004LX0BC4,Demonspell: Curse of the Everlasting Relatives (Sunspinners Book 1)
B004LX0CUA,B004LX0CUA,Cupcakes and Cupids (Valentine Love Stories Book 1)
B004LX0DO0,B004LX0DO0,Promise Kept
B004LX0FA2,B004LX0FA2,Earthly Forces
B004LX0IPE,B004LX0IPE,The Carnal Desires of Helen: The Adventurous Romance Romp of a Dirty Detective (Love and Lust Adventure Fiction Books for Couples Book 1)
B004LZ52MQ,B004LZ52MQ,PANDORA'S HELIX
B004LZ53JI,B004LZ53JI,"Desperate to the Max (Max Starr series, Book 3,  a paranormal romance mystery)"
B004LZ557I,B004LZ557I,Olivia
B004LZ55C8,B004LZ55C8,Tear In Time (time travel: vol 1)
B004LZ55HI,B004LZ55HI,"To the Devil, My Regards"
B004LZ5640,B004LZ5640,Wicked Souls (Step 3 in the Witches Anonymous paranormal romance series)
B004LZ565E,B004LZ565E,The Sun God (An Egyptian Adventure)
B004LZ5758,B004LZ5758,BORN TO BE KILLERS (True Crime)
B004LZ5762,B004LZ5762,FIENDISH KILLERS (True Crime)
B004LZ5780,B004LZ5780,WAR CRIMES AND ATROCITIES (True Crime)
B004M18MAI,B004M18MAI,"Maisie Dobbs Bundle #1, Pardonable Lies and Messenger of Truth: Books 3 and 4 (Maisie Dobbs Novels)"
B004M18Y9M,B004M18Y9M,Aboard the Unstoppable Aerostat Fenris (The Steam and Steel Chronicles Book 1)
B004M18ZXM,B004M18ZXM,Viva Lost Vegas (Chloe Boston Cozy Mysteries Book 6)
B004M1902W,B004M1902W,Microbusiness Independence: How to Quit Your Job and Start to Live (Modern Simplicity Book 1)
B004M1913U,B004M1913U,Magische Geschichten (German Edition)
B004M191IA,B004M191IA,A Three-Dog Night
B004M5HHIM,B004M5HHIM,Dance With Me
B004M5HHY6,B004M5HHY6,The Same Moon (Journey To The West Book 1)
B004M5HI86,B004M5HI86,Murder at the Jersey Shore
B004M5HK0M,B004M5HK0M,Three Sisters: A British Mystery (Emily Castles Mysteries Book 1)
B004M5HKAM,B004M5HKAM,Johnny Living Dangerously (Rockstar Romance Book 1)
B004M5HKY8,B004M5HKY8,Das Feuerpferd (German Edition)
B004M8S530,B004M8S530,Devyne Envy
B004M8S7WO,B004M8S7WO,Regret
B004M8S850,B004M8S850,The Mystery of Hurtleberry House (The Reboot Files Book 1)
B004M8S8N2,B004M8S8N2,FILLMORE TO THE RESCUE (THE FILLMORE CHRONICLES Book 1)
B004M8S968,B004M8S968,The Beautiful People: New Orleans
B004M8S9C2,B004M8S9C2,LAST DAYS OF THE TIGER
B004M8SSRI,B004M8SSRI,The Life & Legend Of Lucrezia Borgia
B004M8SYU4,B004M8SYU4,Of Mice and Murderers (Z-Detective Series Book 1)
B004M8T1EC,B004M8T1EC,Be My Guest (Texas Caprock Tales Book 1)
B004MDLJB0,B004MDLJB0,TUPPENNY HAT DETECTIVE (Tuppenny Hat series Book 1)
B004MDLKT6,B004MDLKT6,North of Forks (Twelve Terrifying Tales for 2011)
B004MDLLF4,B004MDLLF4,The Nostradamus Revelation: An Omega Sector Thriller: (Donovan Stone Book 1)
B004MDLTD8,B004MDLTD8,The Mercenary's Price (Historical Romance Novella)
B004MDLTRY,B004MDLTRY,Sex In The Office 1 - First Encounters
B004MDLU32,B004MDLU32,a Pound of Flesh
B004MDLV22,B004MDLV22,Calvin's Cowboy
B004MDLVBI,B004MDLVBI,Training Jeri
B004MDLVS6,B004MDLVS6,Any Soldier
B004MDLWD0,B004MDLWD0,THE BEAR WITH TWO SHADOWS
B004MDLX9I,B004MDLX9I,Midnight Sky (The Midnight Sky Series: 1)
